0,regularLoss
5,regularLoss
6,regularLoss
8,regularLoss
9,regularLoss
10,regularLoss
11,regularLoss
14,regularLoss
15,regularLoss
16,regularLoss
17,regularLoss
18,regularLoss
21,regularLoss
23,regularLoss
24,regularLoss
25,regularLoss
26,regularLoss
27,regularLoss
28,regularLoss
30,regularLoss
31,regularLoss
32,regularLoss
35,regularLoss
36,regularLoss
37,regularLoss
38,regularLoss
39,regularLoss
40,regularLoss
41,regularLoss
43,regularLoss
45,regularLoss
46,regularLoss
48,regularLoss
49,regularLoss
50,regularLoss
51,regularLoss
55,regularLoss
56,regularLoss
57,regularLoss
58,regularLoss
60,regularLoss
61,regularLoss
62,regularLoss
64,regularLoss
65,regularLoss
66,regularLoss
68,regularLoss
69,regularLoss
71,regularLoss
72,regularLoss
73,regularLoss
77,regularLoss
78,lossAtNoMoves
80,regularLoss
81,regularLoss
83,regularLoss
84,regularLoss
85,regularLoss
87,regularLoss
89,regularLoss
90,regularLoss
94,regularLoss
95,regularLoss
96,regularLoss
97,regularLoss
98,regularLoss
99,regularLoss
